Date,Company Name,NSE Symbol,BSE Code,Sector,Open,High,Low,Close,Adjusted Close,Volume,Daily Return,MA_7,MA_30,Volatility_30D,"Market Cap (Current, INR Cr)",is_imputed
24-01-2025,Tata Consultancy Services,TCS,532540,IT Services,496.74,496.75,487.29,491.6,491.6,2044673,-0.010347,493.58,506.38,0.319993,459674.8819,FALSE
27-01-2025,Tata Consultancy Services,TCS,532540,IT Services,491.6,498.54,490.93,496.39,496.39,3957465,0.009744,492.41,506.03,0.321908,459674.8819,FALSE
28-01-2025,Tata Consultancy Services,TCS,532540,IT Services,496.39,500.21,476.53,478.06,478.06,5998847,-0.036927,490.15,505.68,0.323823,459674.8819,FALSE
29-01-2025,Tata Consultancy Services,TCS,532540,IT Services,478.06,499.75,476.3,496.11,496.11,4922617,0.037757,489.96,505.33,0.325738,459674.8819,FALSE
30-01-2025,Tata Consultancy Services,TCS,532540,IT Services,496.11,502.5,493.44,502.33,502.33,3418302,0.012538,491.93,504.98,0.327653,459674.8819,FALSE
31-01-2025,Tata Consultancy Services,TCS,532540,IT Services,502.33,505.2,499.27,500.75,500.75,3398216,-0.003145,494.57,504.63,0.329568,459674.8819,FALSE
03-02-2025,Tata Consultancy Services,TCS,532540,IT Services,500.75,507.55,500.45,506.77,506.77,1418249,0.012022,496,504.28,0.331483,459674.8819,FALSE
04-02-2025,Tata Consultancy Services,TCS,532540,IT Services,506.77,511.54,490.91,492.73,492.73,3019871,-0.027705,496.16,503.93,0.333398,459674.8819,FALSE
05-02-2025,Tata Consultancy Services,TCS,532540,IT Services,492.73,505.48,491.48,504.63,504.63,5685638,0.024151,497.34,503.58,0.335313,459674.8819,FALSE
06-02-2025,Tata Consultancy Services,TCS,532540,IT Services,504.63,507.79,499.68,501.61,501.61,2689200,-0.005985,500.7,503.23,0.337228,459674.8819,FALSE
07-02-2025,Tata Consultancy Services,TCS,532540,IT Services,501.61,503.25,498.83,499.82,499.82,7953747,-0.003569,501.23,502.88,0.339143,459674.8819,FALSE
10-02-2025,Tata Consultancy Services,TCS,532540,IT Services,499.82,503.02,493.86,495.15,495.15,1576995,-0.009343,500.21,502.53,0.341058,459674.8819,FALSE
11-02-2025,Tata Consultancy Services,TCS,532540,IT Services,495.15,497.19,486.58,489.65,489.65,5121417,-0.011108,498.62,502.18,0.342973,459674.8819,FALSE
12-02-2025,Tata Consultancy Services,TCS,532540,IT Services,489.65,500.47,487.75,496.7,496.7,4475954,0.014398,497.18,501.94,0.344888,459674.8819,FALSE
13-02-2025,Tata Consultancy Services,TCS,532540,IT Services,496.7,500.64,494.98,499.49,499.49,6833129,0.005617,498.15,501.6,0.343526,459674.8819,FALSE
14-02-2025,Tata Consultancy Services,TCS,532540,IT Services,499.49,510.83,496.82,506.25,506.25,7214331,0.013534,498.38,501.42,0.345699,459674.8819,FALSE
17-02-2025,Tata Consultancy Services,TCS,532540,IT Services,506.25,508.95,502.34,506.41,506.41,4804355,0.000316,499.07,501.13,0.345161,459674.8819,FALSE
18-02-2025,Tata Consultancy Services,TCS,532540,IT Services,506.41,515.73,504.49,511.86,511.86,5411063,0.010762,500.79,500.51,0.334836,459674.8819,FALSE
19-02-2025,Tata Consultancy Services,TCS,532540,IT Services,511.86,516.21,504.85,507.83,507.83,5892675,-0.007873,502.6,499.31,0.326108,459674.8819,FALSE
20-02-2025,Tata Consultancy Services,TCS,532540,IT Services,507.83,536.03,502.92,530.73,530.73,4646829,0.045094,508.47,499.9,0.310801,459674.8819,FALSE
21-02-2025,Tata Consultancy Services,TCS,532540,IT Services,530.73,531.92,511.67,514.35,514.35,2294215,-0.030863,510.99,500.05,0.323995,459674.8819,FALSE
24-02-2025,Tata Consultancy Services,TCS,532540,IT Services,514.35,529.1,509.67,527.58,527.58,4000150,0.025722,515,500.69,0.331926,459674.8819,FALSE
25-02-2025,Tata Consultancy Services,TCS,532540,IT Services,527.58,543.64,523.4,542.28,542.28,2690867,0.027863,520.15,501.82,0.340583,459674.8819,FALSE
26-02-2025,Tata Consultancy Services,TCS,532540,IT Services,542.28,543.71,533,533.31,533.31,4250811,-0.016541,523.99,503.19,0.329566,459674.8819,FALSE
27-02-2025,Tata Consultancy Services,TCS,532540,IT Services,533.31,560.6,531.02,557.35,557.35,5306080,0.045077,530.49,504.95,0.34573,459674.8819,FALSE
28-02-2025,Tata Consultancy Services,TCS,532540,IT Services,557.35,574.38,553.46,568.73,568.73,2464941,0.020418,539.19,507.45,0.340831,459674.8819,FALSE
03-03-2025,Tata Consultancy Services,TCS,532540,IT Services,568.73,585.8,563.12,580.06,580.06,2745975,0.019922,546.24,510.2,0.343547,459674.8819,FALSE
04-03-2025,Tata Consultancy Services,TCS,532540,IT Services,580.06,583.73,577.4,580.68,580.68,6760551,0.001069,555.71,513.27,0.336761,459674.8819,FALSE
05-03-2025,Tata Consultancy Services,TCS,532540,IT Services,580.68,584.39,577.91,578.44,578.44,3644124,-0.003858,562.98,516.48,0.333338,459674.8819,FALSE
06-03-2025,Tata Consultancy Services,TCS,532540,IT Services,578.44,583.42,573.07,576.31,576.31,2388680,-0.003682,567.84,519.13,0.32672,459674.8819,FALSE
07-03-2025,Tata Consultancy Services,TCS,532540,IT Services,576.31,586.52,575.58,581.1,581.1,5992216,0.008311,574.67,522.12,0.32348,459674.8819,FALSE
10-03-2025,Tata Consultancy Services,TCS,532540,IT Services,581.1,598.89,576.73,597.67,597.67,6016359,0.028515,580.43,525.49,0.329983,459674.8819,FALSE
11-03-2025,Tata Consultancy Services,TCS,532540,IT Services,597.67,603.31,594.64,600.14,600.14,6783117,0.004133,584.91,529.56,0.303514,459674.8819,FALSE
12-03-2025,Tata Consultancy Services,TCS,532540,IT Services,600.14,605.14,585.24,589.5,589.5,6319895,-0.017729,586.26,532.67,0.298462,459674.8819,FALSE
13-03-2025,Tata Consultancy Services,TCS,532540,IT Services,589.5,601.33,584.38,599.52,599.52,7943777,0.016997,588.95,535.91,0.299597,459674.8819,FALSE
14-03-2025,Tata Consultancy Services,TCS,532540,IT Services,599.52,613.55,595.74,610.86,610.86,5024083,0.018915,593.59,539.58,0.300512,459674.8819,FALSE
17-03-2025,Tata Consultancy Services,TCS,532540,IT Services,610.86,625.27,607.12,619.16,619.16,3007753,0.013587,599.71,543.33,0.300782,459674.8819,FALSE
18-03-2025,Tata Consultancy Services,TCS,532540,IT Services,619.16,634.9,614.49,628.7,628.7,7040484,0.015408,606.51,547.86,0.283153,459674.8819,FALSE
19-03-2025,Tata Consultancy Services,TCS,532540,IT Services,628.7,634.4,620.34,625.61,625.61,2853708,-0.004915,610.5,551.9,0.281549,459674.8819,FALSE
20-03-2025,Tata Consultancy Services,TCS,532540,IT Services,625.61,630.61,608.96,614.3,614.3,3037352,-0.018078,612.52,555.65,0.288615,459674.8819,FALSE
21-03-2025,Tata Consultancy Services,TCS,532540,IT Services,614.3,615.95,603.72,603.94,603.94,6799460,-0.016865,614.58,559.12,0.295315,459674.8819,FALSE
24-03-2025,Tata Consultancy Services,TCS,532540,IT Services,603.94,605.88,581.24,584.49,584.49,7171320,-0.032205,612.44,562.1,0.31288,459674.8819,FALSE
25-03-2025,Tata Consultancy Services,TCS,532540,IT Services,584.49,590.77,583.23,587.55,587.55,3375387,0.005235,609.11,565.36,0.308795,459674.8819,FALSE
26-03-2025,Tata Consultancy Services,TCS,532540,IT Services,587.55,590.85,581.82,586.86,586.86,6105873,-0.001174,604.49,568.37,0.308534,459674.8819,FALSE
27-03-2025,Tata Consultancy Services,TCS,532540,IT Services,586.86,589.83,578.22,581.99,581.99,7456767,-0.008298,597.82,571.12,0.311213,459674.8819,FALSE
28-03-2025,Tata Consultancy Services,TCS,532540,IT Services,581.99,585.7,545.58,547.88,547.88,6591248,-0.058609,586.72,572.51,0.360888,459674.8819,FALSE
31-03-2025,Tata Consultancy Services,TCS,532540,IT Services,547.88,550.12,533.48,534.49,534.49,1034957,-0.02444,575.31,573.44,0.369452,459674.8819,FALSE
01-04-2025,Tata Consultancy Services,TCS,532540,IT Services,534.49,550.83,532.68,546.74,546.74,5652057,0.022919,567.14,574.6,0.373596,459674.8819,FALSE
02-04-2025,Tata Consultancy Services,TCS,532540,IT Services,546.74,548.56,535.94,539.74,539.74,2189239,-0.012803,560.75,575.67,0.375053,459674.8819,FALSE
03-04-2025,Tata Consultancy Services,TCS,532540,IT Services,539.74,545.7,538.64,543.91,543.91,6924401,0.007726,554.52,576.11,0.352994,459674.8819,FALSE
04-04-2025,Tata Consultancy Services,TCS,532540,IT Services,543.91,544.6,528.55,529.05,529.05,1469281,-0.027321,546.26,576.6,0.35035,459674.8819,FALSE
07-04-2025,Tata Consultancy Services,TCS,532540,IT Services,529.05,545.56,524.35,544.54,544.54,7951692,0.029279,540.91,577.16,0.35266,459674.8819,FALSE
08-04-2025,Tata Consultancy Services,TCS,532540,IT Services,544.54,549.17,539.09,543.24,543.24,2241301,-0.002387,540.24,577.2,0.34364,459674.8819,FALSE
09-04-2025,Tata Consultancy Services,TCS,532540,IT Services,543.24,549.1,542.15,546.66,546.66,3941139,0.006296,541.98,577.64,0.34028,459674.8819,FALSE
10-04-2025,Tata Consultancy Services,TCS,532540,IT Services,546.66,573.67,545.06,572.36,572.36,2638594,0.047013,545.64,578.14,0.342495,459674.8819,FALSE
11-04-2025,Tata Consultancy Services,TCS,532540,IT Services,572.36,594.49,566.8,590.01,590.01,6697409,0.030837,552.82,578.85,0.348871,459674.8819,FALSE
14-04-2025,Tata Consultancy Services,TCS,532540,IT Services,590.01,593.28,582.53,586.69,586.69,3754493,-0.005627,558.94,579.07,0.344958,459674.8819,FALSE
15-04-2025,Tata Consultancy Services,TCS,532540,IT Services,586.69,586.81,576.48,580.02,580.02,6212058,-0.011369,566.22,579.05,0.346693,459674.8819,FALSE
16-04-2025,Tata Consultancy Services,TCS,532540,IT Services,580.02,581.86,574.76,576.53,576.53,1470527,-0.006017,570.79,578.99,0.346969,459674.8819,FALSE
17-04-2025,Tata Consultancy Services,TCS,532540,IT Services,576.53,583.73,574.81,582.7,582.7,4170091,0.010702,576.42,579.2,0.348101,459674.8819,FALSE
18-04-2025,Tata Consultancy Services,TCS,532540,IT Services,582.7,586.52,581.54,581.77,581.77,7377363,-0.001596,581.44,579.22,0.347378,459674.8819,FALSE
21-04-2025,Tata Consultancy Services,TCS,532540,IT Services,581.77,583.37,573.25,577.46,577.46,7488642,-0.007408,582.17,578.55,0.337458,459674.8819,FALSE
22-04-2025,Tata Consultancy Services,TCS,532540,IT Services,577.46,595.08,577.21,594.69,594.69,2460854,0.029838,582.84,578.37,0.348839,459674.8819,FALSE
23-04-2025,Tata Consultancy Services,TCS,532540,IT Services,594.69,595.02,593.6,593.63,593.63,3760981,-0.001782,583.83,578.5,0.344863,459674.8819,FALSE
24-04-2025,Tata Consultancy Services,TCS,532540,IT Services,593.63,624.84,589.3,621.23,621.23,3863802,0.046494,589.72,579.23,0.367036,459674.8819,FALSE
25-04-2025,Tata Consultancy Services,TCS,532540,IT Services,621.23,622.8,615.34,622.67,622.67,4958261,0.002318,596.31,579.62,0.363305,459674.8819,FALSE
28-04-2025,Tata Consultancy Services,TCS,532540,IT Services,622.67,650.69,617.96,645.21,645.21,4761359,0.036199,605.24,580.49,0.375865,459674.8819,FALSE
29-04-2025,Tata Consultancy Services,TCS,532540,IT Services,645.21,651.16,642.17,650.15,650.15,1741596,0.007656,615.01,581.2,0.374065,459674.8819,FALSE
30-04-2025,Tata Consultancy Services,TCS,532540,IT Services,650.15,667.01,646.99,662.99,662.99,6338668,0.019749,627.22,582.45,0.377271,459674.8819,FALSE
01-05-2025,Tata Consultancy Services,TCS,532540,IT Services,662.99,665.94,650.86,653.72,653.72,2580426,-0.013982,635.66,583.76,0.37554,459674.8819,FALSE
02-05-2025,Tata Consultancy Services,TCS,532540,IT Services,653.72,656.61,640.79,642.88,642.88,3204586,-0.016582,642.69,585.06,0.375415,459674.8819,FALSE
05-05-2025,Tata Consultancy Services,TCS,532540,IT Services,642.88,649.58,639.53,649.11,649.11,6884873,0.009691,646.68,587.22,0.36127,459674.8819,FALSE
06-05-2025,Tata Consultancy Services,TCS,532540,IT Services,649.11,667.59,646.31,662.27,662.27,5827566,0.020274,652.33,589.71,0.364423,459674.8819,FALSE
07-05-2025,Tata Consultancy Services,TCS,532540,IT Services,662.27,669.06,658.31,663.13,663.13,3775869,0.001299,654.89,592.25,0.364173,459674.8819,FALSE
08-05-2025,Tata Consultancy Services,TCS,532540,IT Services,663.13,663.21,640.6,646.41,646.41,7387317,-0.025214,654.36,594.4,0.372478,459674.8819,FALSE
09-05-2025,Tata Consultancy Services,TCS,532540,IT Services,646.41,647.56,622.88,629.14,629.14,3758588,-0.026717,649.52,597.1,0.33572,459674.8819,FALSE
12-05-2025,Tata Consultancy Services,TCS,532540,IT Services,629.14,634.83,611.02,611.5,611.5,4958467,-0.028038,643.49,599.67,0.338596,459674.8819,FALSE
13-05-2025,Tata Consultancy Services,TCS,532540,IT Services,611.5,614.86,587.92,590.19,590.19,2721867,-0.034849,635.96,601.12,0.352708,459674.8819,FALSE
14-05-2025,Tata Consultancy Services,TCS,532540,IT Services,590.19,592.66,589.12,591.78,591.78,2282357,0.002694,627.77,602.85,0.349601,459674.8819,FALSE
15-05-2025,Tata Consultancy Services,TCS,532540,IT Services,591.78,606.61,589.69,605.39,605.39,4441272,0.022998,619.65,604.9,0.354053,459674.8819,FALSE
16-05-2025,Tata Consultancy Services,TCS,532540,IT Services,605.39,609.52,603.65,605.53,605.53,4941135,0.000231,611.42,607.45,0.341791,459674.8819,FALSE
19-05-2025,Tata Consultancy Services,TCS,532540,IT Services,605.53,609.92,577.45,578.45,578.45,6640718,-0.044721,601.71,608.58,0.362287,459674.8819,FALSE
20-05-2025,Tata Consultancy Services,TCS,532540,IT Services,578.45,581.92,572.13,576.54,576.54,3736329,-0.003302,594.2,609.69,0.362399,459674.8819,FALSE
21-05-2025,Tata Consultancy Services,TCS,532540,IT Services,576.54,582.03,572.09,574.95,574.95,7266148,-0.002758,588.98,610.64,0.362468,459674.8819,FALSE
22-05-2025,Tata Consultancy Services,TCS,532540,IT Services,574.95,602.3,569.66,599.34,599.34,5251690,0.042421,590.28,611.54,0.357718,459674.8819,FALSE
23-05-2025,Tata Consultancy Services,TCS,532540,IT Services,599.34,601.14,581.98,582.17,582.17,1490801,-0.028648,588.91,611.27,0.357278,459674.8819,FALSE
26-05-2025,Tata Consultancy Services,TCS,532540,IT Services,582.17,584.95,577.53,577.91,577.91,6173710,-0.007317,584.98,610.98,0.357534,459674.8819,FALSE
27-05-2025,Tata Consultancy Services,TCS,532540,IT Services,577.91,600.07,575.58,597.92,597.92,5023745,0.034625,583.9,611.58,0.369755,459674.8819,FALSE
28-05-2025,Tata Consultancy Services,TCS,532540,IT Services,597.92,604.95,597.44,603.6,603.6,3725474,0.0095,587.49,612.48,0.369831,459674.8819,FALSE
29-05-2025,Tata Consultancy Services,TCS,532540,IT Services,603.6,610.98,602.01,610.7,610.7,4270913,0.011763,592.37,613.41,0.370066,459674.8819,FALSE
30-05-2025,Tata Consultancy Services,TCS,532540,IT Services,610.7,614.56,604.68,612.41,612.41,3112538,0.0028,597.72,614.44,0.369932,459674.8819,FALSE
02-06-2025,Tata Consultancy Services,TCS,532540,IT Services,612.41,621.14,611.13,616.75,616.75,5299972,0.007087,600.21,615.75,0.369122,459674.8819,FALSE
03-06-2025,Tata Consultancy Services,TCS,532540,IT Services,616.75,626.77,615.53,626.65,626.65,4968660,0.016052,606.56,616.81,0.362336,459674.8819,FALSE
04-06-2025,Tata Consultancy Services,TCS,532540,IT Services,626.65,629.41,613.28,616.82,616.82,4130929,-0.015687,612.12,617.58,0.365821,459674.8819,FALSE
05-06-2025,Tata Consultancy Services,TCS,532540,IT Services,616.82,632.01,613.75,627.96,627.96,2996379,0.01806,616.41,617.81,0.344091,459674.8819,FALSE
06-06-2025,Tata Consultancy Services,TCS,532540,IT Services,627.96,631.79,607.49,611.03,611.03,3790513,-0.02696,617.47,617.42,0.353155,459674.8819,FALSE
09-06-2025,Tata Consultancy Services,TCS,532540,IT Services,611.03,620.13,608.73,615.35,615.35,4484865,0.00707,618.14,616.42,0.336635,459674.8819,FALSE
10-06-2025,Tata Consultancy Services,TCS,532540,IT Services,615.35,622.87,610.26,617.86,617.86,4303164,0.004079,618.92,615.35,0.335962,459674.8819,FALSE
11-06-2025,Tata Consultancy Services,TCS,532540,IT Services,617.86,622.26,609.7,610.55,610.55,3165043,-0.011831,618.03,613.6,0.331054,459674.8819,FALSE
12-06-2025,Tata Consultancy Services,TCS,532540,IT Services,610.55,611.21,607.94,610.58,610.58,5073993,4.90E-05,615.74,612.16,0.32933,459674.8819,FALSE
13-06-2025,Tata Consultancy Services,TCS,532540,IT Services,610.58,613.48,599.12,603.28,603.28,2585836,-0.011956,613.8,610.84,0.327827,459674.8819,FALSE
16-06-2025,Tata Consultancy Services,TCS,532540,IT Services,603.28,606.92,585.53,590.65,590.65,4506882,-0.020936,608.47,608.89,0.330416,459674.8819,FALSE
17-06-2025,Tata Consultancy Services,TCS,532540,IT Services,590.65,592.1,584.6,586.77,586.77,1850846,-0.006569,605.01,606.38,0.323113,459674.8819,FALSE
18-06-2025,Tata Consultancy Services,TCS,532540,IT Services,586.77,587.02,570.85,574.11,574.11,4305011,-0.021576,599.11,603.41,0.326742,459674.8819,FALSE
19-06-2025,Tata Consultancy Services,TCS,532540,IT Services,574.11,579.4,573.71,578.1,578.1,6487860,0.00695,593.43,601.13,0.322367,459674.8819,FALSE
20-06-2025,Tata Consultancy Services,TCS,532540,IT Services,578.1,580.73,564.13,565.09,565.09,6724847,-0.022505,586.94,599,0.319955,459674.8819,FALSE
23-06-2025,Tata Consultancy Services,TCS,532540,IT Services,565.09,575.8,564.7,573.42,573.42,5862855,0.014741,581.63,597.73,0.31529,459674.8819,FALSE
24-06-2025,Tata Consultancy Services,TCS,532540,IT Services,573.42,574.44,556.08,560.16,560.16,6219535,-0.023124,575.47,596.73,0.306364,459674.8819,FALSE
25-06-2025,Tata Consultancy Services,TCS,532540,IT Services,560.16,564.78,552.5,554.1,554.1,1461649,-0.010818,570.25,595.47,0.307236,459674.8819,FALSE
26-06-2025,Tata Consultancy Services,TCS,532540,IT Services,554.1,559.23,543.49,547.45,547.45,3389649,-0.012001,564.63,593.54,0.299119,459674.8819,FALSE
27-06-2025,Tata Consultancy Services,TCS,532540,IT Services,547.45,563.37,547.09,562.23,562.23,5579752,0.026998,562.94,592.1,0.31157,459674.8819,FALSE
30-06-2025,Tata Consultancy Services,TCS,532540,IT Services,562.23,571.49,557.38,566.23,566.23,6604039,0.007115,561.24,591.69,0.285334,459674.8819,FALSE
01-07-2025,Tata Consultancy Services,TCS,532540,IT Services,566.23,566.33,559.4,564.11,564.11,5079943,-0.003744,561.1,591.28,0.285374,459674.8819,FALSE
02-07-2025,Tata Consultancy Services,TCS,532540,IT Services,564.11,575.3,563.61,570.02,570.02,6975554,0.010477,560.61,591.11,0.287065,459674.8819,FALSE
03-07-2025,Tata Consultancy Services,TCS,532540,IT Services,570.02,575.45,546.16,546.29,546.29,2911447,-0.04163,558.63,589.34,0.282123,459674.8819,FALSE
04-07-2025,Tata Consultancy Services,TCS,532540,IT Services,546.29,546.35,545.78,546.09,546.09,2074445,-0.000366,557.49,588.14,0.271426,459674.8819,FALSE
07-07-2025,Tata Consultancy Services,TCS,532540,IT Services,546.09,572.51,541.43,568.18,568.18,1604663,0.040451,560.45,587.82,0.297347,459674.8819,FALSE
08-07-2025,Tata Consultancy Services,TCS,532540,IT Services,568.18,575.49,566.84,569.96,569.96,5078777,0.003133,561.55,586.88,0.278529,459674.8819,FALSE
09-07-2025,Tata Consultancy Services,TCS,532540,IT Services,569.96,576.2,566.84,571.02,571.02,5656291,0.00186,562.24,585.8,0.276795,459674.8819,FALSE
10-07-2025,Tata Consultancy Services,TCS,532540,IT Services,571.02,583.18,568.59,577.57,577.57,2997183,0.011471,564.16,584.69,0.276673,459674.8819,FALSE
11-07-2025,Tata Consultancy Services,TCS,532540,IT Services,577.57,591.44,572.97,588.2,588.2,6485600,0.018405,566.76,583.89,0.282518,459674.8819,FALSE
14-07-2025,Tata Consultancy Services,TCS,532540,IT Services,588.2,588.66,562.24,565,565,6174206,-0.039442,569.43,582.16,0.302174,459674.8819,FALSE
15-07-2025,Tata Consultancy Services,TCS,532540,IT Services,565,569.8,543.54,546.27,546.27,3520934,-0.03315,569.46,579.48,0.30915,459674.8819,FALSE
16-07-2025,Tata Consultancy Services,TCS,532540,IT Services,546.27,552.21,540.87,548.84,548.84,2671497,0.004705,566.69,577.22,0.308318,459674.8819,FALSE
17-07-2025,Tata Consultancy Services,TCS,532540,IT Services,548.84,552.22,540.46,541.27,541.27,6196221,-0.013793,562.6,574.33,0.30255,459674.8819,FALSE
18-07-2025,Tata Consultancy Services,TCS,532540,IT Services,541.27,558.06,536.77,555.74,555.74,5699824,0.026733,560.41,572.48,0.308286,459674.8819,FALSE
21-07-2025,Tata Consultancy Services,TCS,532540,IT Services,555.74,558.92,552.23,552.52,552.52,2195502,-0.005794,556.83,570.39,0.306895,459674.8819,FALSE
22-07-2025,Tata Consultancy Services,TCS,532540,IT Services,552.52,553.37,528.88,531.42,531.42,2785872,-0.038189,548.72,567.51,0.322019,459674.8819,FALSE
23-07-2025,Tata Consultancy Services,TCS,532540,IT Services,531.42,535.35,513.61,518.21,518.21,4401766,-0.024858,542.04,564.43,0.326667,459674.8819,FALSE
24-07-2025,Tata Consultancy Services,TCS,532540,IT Services,518.21,518.59,486.71,489.97,489.97,4578006,-0.054495,534,560.41,0.355925,459674.8819,FALSE
25-07-2025,Tata Consultancy Services,TCS,532540,IT Services,489.97,493.54,484.57,487.92,487.92,2161711,-0.004184,525.29,556.56,0.35571,459674.8819,FALSE
28-07-2025,Tata Consultancy Services,TCS,532540,IT Services,487.92,492.06,485.04,486.32,486.32,7640525,-0.003279,517.44,553.09,0.353287,459674.8819,FALSE
29-07-2025,Tata Consultancy Services,TCS,532540,IT Services,486.32,488.62,480.42,482.44,482.44,3720541,-0.007978,506.97,549.61,0.353323,459674.8819,FALSE
30-07-2025,Tata Consultancy Services,TCS,532540,IT Services,482.44,495.6,480.67,493.09,493.09,3669152,0.022075,498.48,546.91,0.35948,459674.8819,FALSE
31-07-2025,Tata Consultancy Services,TCS,532540,IT Services,493.09,506.73,490.52,505.16,505.16,1423726,0.024478,494.73,544.48,0.367951,459674.8819,FALSE
01-08-2025,Tata Consultancy Services,TCS,532540,IT Services,505.16,510.05,501.36,503.69,503.69,7130169,-0.00291,492.66,542.43,0.363851,459674.8819,FALSE
04-08-2025,Tata Consultancy Services,TCS,532540,IT Services,503.69,507.38,480.86,482.43,482.43,2646007,-0.042209,491.58,539.4,0.376175,459674.8819,FALSE
05-08-2025,Tata Consultancy Services,TCS,532540,IT Services,482.43,490.43,480.96,488.63,488.63,7908612,0.012852,491.68,537.01,0.375953,459674.8819,FALSE
06-08-2025,Tata Consultancy Services,TCS,532540,IT Services,488.63,495.17,487.41,494.3,494.3,4472120,0.011604,492.82,535.02,0.378169,459674.8819,FALSE
07-08-2025,Tata Consultancy Services,TCS,532540,IT Services,494.3,498.7,492.5,497.61,497.61,7123955,0.006696,494.99,533.36,0.378409,459674.8819,FALSE
08-08-2025,Tata Consultancy Services,TCS,532540,IT Services,497.61,509.98,496.86,507.63,507.63,2253853,0.020136,497.06,531.54,0.374197,459674.8819,FALSE
11-08-2025,Tata Consultancy Services,TCS,532540,IT Services,507.63,512.41,491.73,496.05,496.05,2161062,-0.022812,495.76,529.2,0.37712,459674.8819,FALSE
12-08-2025,Tata Consultancy Services,TCS,532540,IT Services,496.05,520.02,493.07,516.23,516.23,6607796,0.040681,497.55,527.6,0.398863,459674.8819,FALSE
13-08-2025,Tata Consultancy Services,TCS,532540,IT Services,516.23,517.34,505.9,506.58,506.58,6737607,-0.018693,501,525.49,0.399484,459674.8819,FALSE
14-08-2025,Tata Consultancy Services,TCS,532540,IT Services,506.58,518.85,503.07,514.43,514.43,4801653,0.015496,504.69,524.43,0.386342,459674.8819,FALSE
15-08-2025,Tata Consultancy Services,TCS,532540,IT Services,514.43,516.37,493.11,497.32,497.32,1225045,-0.03326,505.12,522.8,0.396962,459674.8819,FALSE
18-08-2025,Tata Consultancy Services,TCS,532540,IT Services,497.32,501.56,487.16,488.32,488.32,7606062,-0.018097,503.79,520.14,0.3773,459674.8819,FALSE
